season,lg,player,player_id,age,team,pos,g,gs,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
2020,NBA,Dwight Powell,poweldw01,28.0,DAL,C,40,37.0,1061.0,15.9,0.677,0.17,0.485,7.5,14.8,11.2,7.7,1.5,1.8,11.5,12.6,2.6,1.0,3.6,0.162,0.4,0.9,1.3,0.9
2021,NBA,Dwight Powell,poweldw01,29.0,DAL,C,58,19.0,966.0,16.8,0.688,0.108,0.639,9.2,17.4,13.3,8.9,1.8,2.9,13.9,13.2,2.6,1.2,3.8,0.188,-0.7,1.3,0.6,0.6
2022,NBA,Dwight Powell,poweldw01,30.0,DAL,C,82,71.0,1798.0,18.1,0.725,0.092,0.529,10.7,14.3,12.5,8.1,1.0,2.0,11.5,14.0,6.0,2.2,8.2,0.219,0.4,0.5,0.9,1.3
2023,NBA,Dwight Powell,poweldw01,31.0,DAL,C,76,64.0,1458.0,15.5,0.738,0.019,0.625,11.8,13.3,12.5,6.9,1.6,1.6,15.9,12.6,3.8,1.3,5.1,0.168,-1.2,0.0,-1.2,0.3
2024,NBA,Dwight Powell,poweldw01,32.0,DAL,C,63,9.0,836.0,14.5,0.716,0.028,0.84,12.7,15.2,14.0,12.4,1.5,2.1,18.1,9.1,2.2,0.9,3.1,0.181,-1.1,0.8,-0.3,0.4
2025,NBA,Dwight Powell,poweldw01,33.0,DAL,C,55,3.0,551.0,12.9,0.713,0.082,0.705,9.5,13.7,11.7,12.5,1.6,3.3,18.4,7.6,1.2,0.5,1.7,0.147,-1.5,1.5,0.0,0.3
2007,NBA,Leon Powe,powele01,23.0,BOS,C,63,2.0,720.0,14.6,0.549,0.011,0.814,15.8,20.1,17.9,2.3,1.0,2.4,16.4,18.1,0.9,0.8,1.7,0.116,-2.1,-1.7,-3.8,-0.3
2008,NBA,Leon Powe,powele01,24.0,BOS,C,56,5.0,809.0,20.9,0.629,0.004,0.717,14.9,18.3,16.7,3.3,1.0,1.6,10.8,22.8,2.7,1.6,4.3,0.256,1.0,-0.7,0.2,0.5
2009,NBA,Leon Powe,powele01,25.0,BOS,PF,70,7.0,1227.0,17.2,0.591,0.0,0.79,15.1,18.9,17.1,6.0,1.0,2.5,14.3,20.2,2.7,2.2,4.9,0.192,-0.5,0.2,-0.3,0.5
2010,NBA,Leon Powe,powele01,26.0,CLE,SF,20,2.0,236.0,10.2,0.515,0.0,1.286,10.1,20.2,15.4,0.0,1.3,0.7,12.5,17.3,0.1,0.3,0.5,0.097,-4.6,-1.1,-5.8,-0.2
2011,NBA,Leon Powe,powele01,27.0,2TM,PF,30,3.0,328.0,15.0,0.524,0.017,0.605,8.3,14.2,11.2,3.6,1.6,0.9,7.4,22.4,0.4,0.2,0.6,0.09,-1.7,-1.7,-3.4,-0.1
2006,NBA,Josh Powell,poweljo01,23.0,DAL,PF,37,2.0,429.0,9.2,0.546,0.0,0.556,8.0,14.6,11.4,3.2,0.9,0.7,17.9,13.4,0.3,0.4,0.7,0.079,-2.7,-0.9,-3.6,-0.2
2007,NBA,Josh Powell,poweljo01,24.0,2TM,PF,37,0.0,353.0,9.6,0.52,0.0,0.452,7.4,20.5,13.8,8.7,0.7,2.6,20.6,17.1,-0.1,0.3,0.3,0.036,-5.1,-0.8,-6.0,-0.4
2008,NBA,Josh Powell,poweljo01,25.0,LAC,C,64,25.0,1228.0,10.7,0.5,0.01,0.276,10.7,20.4,15.6,6.4,0.6,1.4,15.5,15.7,0.1,1.0,1.1,0.042,-3.1,-1.7,-4.9,-0.9
2009,NBA,Josh Powell,poweljo01,26.0,LAL,PF,60,1.0,703.0,9.9,0.479,0.0,0.209,11.6,16.7,14.1,5.6,0.7,1.9,16.3,19.5,-0.3,0.9,0.6,0.043,-4.6,-1.7,-6.4,-0.8
2010,NBA,Josh Powell,poweljo01,27.0,LAL,PF,63,0.0,581.0,6.7,0.407,0.082,0.16,8.5,13.7,11.2,9.0,0.8,0.8,13.7,18.6,-0.7,0.7,0.0,0.001,-5.2,-1.1,-6.3,-0.6
2011,NBA,Josh Powell,poweljo01,28.0,ATL,PF,54,0.0,653.0,8.0,0.492,0.005,0.216,9.1,15.8,12.5,5.5,0.4,0.6,18.9,20.4,-0.7,0.5,-0.2,-0.012,-5.0,-2.3,-7.3,-0.9
2014,NBA,Josh Powell,poweljo01,31.0,HOU,PF,1,0.0,19.0,2.5,0.333,0.0,0.0,0.0,27.7,14.6,0.0,0.0,3.9,14.3,16.1,-0.1,0.0,0.0,-0.094,-8.8,-2.6,-11.4,0.0
2008,NBA,Kasib Powell,powelka01,26.0,MIA,SF,11,4.0,304.0,9.0,0.424,0.347,0.095,3.1,14.4,8.7,10.0,1.6,0.5,4.8,16.2,-0.2,0.2,0.0,0.006,-3.1,-0.7,-3.8,-0.1
2022,NBA,Myles Powell,powelmy01,24.0,PHI,PG,11,0.0,52.0,0.2,0.364,0.353,0.118,2.2,10.6,6.4,8.0,1.0,0.0,14.4,18.0,-0.2,0.0,-0.1,-0.109,-10.5,-2.2,-12.7,-0.1
2016,NBA,Norman Powell,powelno01,22.0,TOR,SG,49,24.0,725.0,13.3,0.541,0.389,0.231,2.6,14.8,8.8,10.4,2.1,1.1,11.3,17.8,0.7,0.9,1.6,0.105,-0.5,0.3,-0.3,0.3
2017,NBA,Norman Powell,powelno01,23.0,TOR,SG,76,18.0,1368.0,14.0,0.552,0.342,0.314,2.2,11.8,7.0,9.3,1.9,0.9,10.8,21.1,1.4,1.4,2.8,0.097,-0.6,0.1,-0.5,0.5
2018,NBA,Norman Powell,powelno01,24.0,TOR,SG,70,18.0,1062.0,8.5,0.492,0.497,0.104,1.5,10.9,6.3,11.8,1.7,1.2,14.4,18.9,-0.6,1.2,0.6,0.027,-3.2,0.2,-2.9,-0.3
2019,NBA,Norman Powell,powelno01,25.0,TOR,SG,60,3.0,1126.0,13.3,0.596,0.425,0.188,1.6,11.5,6.7,11.6,1.7,1.0,13.1,19.0,1.0,1.4,2.4,0.102,-0.9,0.2,-0.7,0.4
2020,NBA,Norman Powell,powelno01,26.0,TOR,SG,52,26.0,1479.0,16.8,0.624,0.457,0.256,1.9,11.4,6.8,9.7,1.9,1.4,10.4,21.5,2.3,2.3,4.6,0.15,1.2,0.8,2.0,1.5
2021,NBA,Norman Powell,powelno01,27.0,2TM,SF,69,58.0,2205.0,16.2,0.618,0.453,0.295,2.0,8.8,5.3,9.2,1.8,0.8,10.3,22.6,3.4,1.3,4.7,0.103,1.1,-0.7,0.4,1.3
2022,NBA,Norman Powell,powelno01,28.0,2TM,SG,45,41.0,1458.0,16.3,0.603,0.418,0.385,1.5,9.7,5.4,10.8,1.4,1.4,8.9,23.1,2.4,0.4,2.8,0.093,1.2,-1.5,-0.3,0.6
2023,NBA,Norman Powell,powelno01,29.0,LAC,SG,60,8.0,1567.0,17.1,0.612,0.404,0.39,1.7,10.7,6.3,11.0,1.6,1.0,10.8,26.0,2.1,1.4,3.5,0.107,0.9,-0.7,0.3,0.9
2024,NBA,Norman Powell,powelno01,30.0,LAC,SG,76,3.0,1990.0,13.9,0.626,0.5,0.224,0.9,9.8,5.5,5.9,1.1,1.0,7.3,20.0,2.8,1.3,4.1,0.099,0.4,-1.2,-0.8,0.6
2025,NBA,Norman Powell,powelno01,31.0,LAC,SG,60,60.0,1958.0,17.5,0.615,0.453,0.28,1.2,9.6,5.5,10.2,1.8,0.5,9.2,26.1,2.9,2.3,5.3,0.129,1.7,-0.2,1.5,1.8
2007,NBA,Roger Powell,powelro01,24.0,UTA,SF,3,0.0,13.0,-8.3,0.258,0.333,0.667,28.1,0.0,14.0,0.0,0.0,0.0,43.6,23.7,-0.1,0.0,-0.1,-0.327,-11.0,-7.9,-18.9,-0.1
2017,NBA,Alex Poythress,poythal01,23.0,PHI,PF,6,1.0,157.0,13.2,0.548,0.352,0.185,7.7,12.7,10.2,5.1,0.9,1.0,4.9,16.9,0.2,0.1,0.3,0.099,-0.8,-2.1,-2.9,0.0
2018,NBA,Alex Poythress,poythal01,24.0,IND,PF,25,0.0,104.0,7.8,0.5,0.423,0.0,7.7,10.8,9.2,2.6,1.4,0.9,7.1,12.0,0.1,0.1,0.1,0.066,-3.8,-1.3,-5.1,-0.1
2019,NBA,Alex Poythress,poythal01,25.0,ATL,PF,21,1.0,305.0,12.2,0.571,0.284,0.358,9.8,16.6,13.1,7.7,0.6,2.8,12.2,14.2,0.4,0.2,0.5,0.086,-2.5,-1.0,-3.5,-0.1
2014,NBA,Phil Pressey,pressph01,22.0,BOS,PG,75,11.0,1132.0,8.8,0.39,0.419,0.178,1.9,8.8,5.3,30.8,3.1,0.3,24.2,14.1,-1.0,1.1,0.1,0.005,-3.8,0.5,-3.3,-0.4
2015,NBA,Phil Pressey,pressph01,23.0,BOS,PG,50,0.0,600.0,11.8,0.453,0.374,0.282,2.3,12.4,7.3,28.0,2.5,0.8,17.3,17.3,0.0,0.7,0.8,0.06,-2.2,1.0,-1.2,0.1
2016,NBA,Phil Pressey,pressph01,24.0,2TM,PG,23,0.0,283.0,10.6,0.433,0.231,0.321,1.1,11.1,6.0,40.7,3.1,1.1,27.0,18.7,-0.4,0.3,-0.1,-0.017,-3.3,0.1,-3.2,-0.1
2023,NBA,Jason Preston,prestja01,23.0,LAC,PG,14,0.0,124.0,10.3,0.489,0.439,0.049,1.8,17.9,9.9,30.9,0.8,0.0,19.3,18.3,0.0,0.1,0.1,0.021,-2.1,-0.5,-2.6,0.0
2024,NBA,Jason Preston,prestja01,24.0,UTA,PG,7,0.0,71.0,10.5,0.316,0.158,0.0,9.4,16.9,13.2,28.7,1.4,1.3,9.5,12.4,0.0,0.0,0.0,0.026,-2.5,-0.1,-2.6,0.0
2010,NBA,A.J. Price,priceaj01,23.0,IND,PG,56,2.0,865.0,14.0,0.53,0.492,0.212,1.5,9.7,5.6,20.5,2.0,0.2,13.2,22.7,0.4,0.8,1.2,0.065,-0.1,-0.4,-0.5,0.3
2011,NBA,A.J. Price,priceaj01,24.0,IND,PG,50,0.0,795.0,10.7,0.454,0.466,0.253,2.3,7.8,5.0,22.7,1.8,0.1,13.0,22.7,-0.4,0.7,0.3,0.02,-1.9,-1.1,-2.9,-0.2
2012,NBA,A.J. Price,priceaj01,25.0,IND,PG,44,1.0,568.0,11.5,0.454,0.506,0.201,2.6,9.4,6.0,23.9,1.9,0.3,14.5,17.7,0.2,0.5,0.7,0.063,-0.6,-0.5,-1.0,0.1
2013,NBA,A.J. Price,priceaj01,26.0,WAS,PG,57,22.0,1278.0,12.4,0.501,0.484,0.15,1.7,8.2,4.9,26.4,1.3,0.2,12.7,18.0,1.0,1.2,2.2,0.084,-0.2,-0.4,-0.6,0.5
2014,NBA,A.J. Price,priceaj01,27.0,MIN,SG,28,0.0,99.0,9.7,0.469,0.478,0.043,1.1,10.2,5.5,21.5,0.5,0.0,13.0,23.2,-0.1,0.0,0.0,-0.012,-2.4,-2.4,-4.8,-0.1
2015,NBA,A.J. Price,priceaj01,28.0,3TM,PG,26,0.0,324.0,12.0,0.451,0.416,0.175,2.1,8.9,5.6,23.5,1.1,0.0,8.7,22.5,0.0,0.2,0.3,0.041,-0.3,-1.1,-1.4,0.0
2006,NBA,Ronnie Price,pricero01,22.0,SAC,PG,29,0.0,150.0,10.5,0.474,0.466,0.207,3.9,7.7,5.8,12.1,2.1,0.0,13.6,22.4,-0.1,0.1,0.1,0.021,-2.5,-0.7,-3.2,0.0
2007,NBA,Ronnie Price,pricero01,23.0,SAC,PG,58,1.0,563.0,10.5,0.489,0.378,0.32,3.1,11.9,7.4,13.7,2.5,0.5,14.4,18.3,-0.1,0.5,0.4,0.035,-2.4,0.6,-1.8,0.0
2008,NBA,Ronnie Price,pricero01,24.0,UTA,PG,61,3.0,588.0,12.3,0.516,0.368,0.186,1.7,7.8,4.8,19.4,2.8,0.4,12.0,19.1,0.5,0.6,1.1,0.094,-1.8,1.1,-0.7,0.2
2009,NBA,Ronnie Price,pricero01,25.0,UTA,PG,52,17.0,738.0,8.5,0.465,0.3,0.222,1.9,9.2,5.6,21.3,2.7,0.5,21.5,17.2,-0.7,0.8,0.1,0.009,-3.9,0.4,-3.5,-0.3
2010,NBA,Ronnie Price,pricero01,26.0,UTA,PG,60,4.0,806.0,10.3,0.476,0.26,0.244,4.2,6.6,5.4,22.0,2.5,1.3,17.3,18.0,-0.1,1.0,0.9,0.056,-2.5,1.2,-1.3,0.1
2011,NBA,Ronnie Price,pricero01,27.0,UTA,SG,59,0.0,717.0,5.5,0.434,0.329,0.186,3.7,6.6,5.1,11.7,3.1,0.6,19.5,18.0,-1.2,0.5,-0.7,-0.048,-6.2,-0.1,-6.3,-0.8
2012,NBA,Ronnie Price,pricero01,28.0,PHO,PG,36,8.0,517.0,8.4,0.465,0.338,0.192,4.0,8.2,6.1,18.7,3.4,0.4,24.6,16.4,-0.4,0.5,0.1,0.008,-4.7,1.5,-3.1,-0.2
2013,NBA,Ronnie Price,pricero01,29.0,POR,PG,39,0.0,510.0,6.8,0.402,0.325,0.2,2.9,7.2,5.0,21.0,2.7,0.4,20.7,14.8,-0.5,0.3,-0.2,-0.017,-5.4,0.5,-4.9,-0.4
2014,NBA,Ronnie Price,pricero01,30.0,ORL,SG,31,2.0,377.0,7.6,0.379,0.467,0.141,2.4,10.5,6.5,25.6,3.4,0.4,21.0,15.0,-0.5,0.4,-0.1,-0.007,-5.6,1.2,-4.3,-0.2
2015,NBA,Ronnie Price,pricero01,31.0,LAL,PG,43,20.0,982.0,10.2,0.455,0.489,0.202,2.1,5.8,3.9,24.4,3.5,0.3,17.6,13.4,0.2,0.6,0.7,0.036,-3.5,0.9,-2.6,-0.1
2016,NBA,Ronnie Price,pricero01,32.0,PHO,PG,62,18.0,1211.0,9.6,0.517,0.649,0.136,2.2,6.8,4.4,17.9,3.0,0.9,17.9,13.7,0.4,1.0,1.4,0.056,-3.2,1.4,-1.8,0.1
2017,NBA,Ronnie Price,pricero01,33.0,PHO,PG,14,0.0,134.0,5.9,0.272,0.708,0.167,2.4,6.7,4.5,16.9,3.9,0.6,10.4,9.0,-0.1,0.1,0.0,0.002,-5.7,2.3,-3.4,0.0
2013,NBA,Pablo Prigioni,prigipa01,35.0,NYK,PG,78,18.0,1263.0,13.0,0.595,0.609,0.114,3.7,9.8,6.6,27.5,2.9,0.1,27.1,11.7,2.0,1.3,3.2,0.123,-0.8,0.9,0.1,0.7
2014,NBA,Pablo Prigioni,prigipa01,36.0,NYK,PG,66,27.0,1283.0,13.0,0.642,0.733,0.063,3.2,8.8,5.9,25.6,2.8,0.1,23.4,9.3,2.5,0.9,3.4,0.127,-0.3,0.8,0.5,0.8
2015,NBA,Pablo Prigioni,prigipa01,37.0,2TM,PG,67,3.0,1197.0,12.2,0.557,0.728,0.18,2.8,8.6,5.7,21.5,3.4,0.1,20.1,11.6,1.3,1.0,2.3,0.092,-1.4,1.3,0.0,0.6
2016,NBA,Pablo Prigioni,prigipa01,38.0,LAC,PG,59,3.0,823.0,10.2,0.482,0.646,0.054,5.1,9.9,7.5,21.8,3.2,0.1,24.6,11.0,0.3,1.1,1.5,0.087,-2.5,2.1,-0.4,0.3
2022,NBA,Joshua Primo,primojo01,19.0,SAS,SF,50,16.0,965.0,7.1,0.487,0.507,0.219,3.5,8.9,6.1,10.6,1.0,2.0,16.1,15.4,-0.6,0.6,0.0,0.001,-3.8,-1.1,-5.0,-0.7
2023,NBA,Joshua Primo,primojo01,20.0,SAS,SG,4,0.0,93.0,6.1,0.467,0.462,0.346,2.3,13.4,7.6,24.4,0.5,1.8,26.9,18.2,-0.2,0.0,-0.1,-0.073,-4.7,-1.6,-6.3,-0.1
2024,NBA,Joshua Primo,primojo01,21.0,LAC,SG,2,0.0,10.0,-12.8,0.333,0.333,0.0,11.7,0.0,5.6,0.0,0.0,9.0,57.1,30.7,-0.1,0.0,-0.1,-0.585,-16.8,-8.2,-25.0,-0.1
2004,NBA,Tayshaun Prince,princta01,23.0,DET,SF,82,80.0,2701.0,13.3,0.536,0.217,0.195,4.0,12.5,8.4,12.4,1.3,1.9,13.2,15.6,3.0,4.6,7.5,0.134,0.4,1.4,1.8,2.6
2005,NBA,Tayshaun Prince,princta01,24.0,DET,SF,82,82.0,3039.0,16.2,0.556,0.143,0.285,5.2,11.5,8.4,14.5,1.0,1.8,11.1,18.8,5.4,4.0,9.4,0.149,1.4,0.7,2.1,3.1
2006,NBA,Tayshaun Prince,princta01,25.0,DET,SF,82,82.0,2898.0,14.8,0.524,0.183,0.238,4.2,10.0,7.1,10.8,1.2,1.0,7.6,19.6,4.0,3.0,7.0,0.115,0.5,-0.2,0.3,1.7
2007,NBA,Tayshaun Prince,princta01,26.0,DET,SF,82,82.0,3001.0,16.0,0.534,0.211,0.225,5.7,11.3,8.5,12.9,0.9,1.4,8.2,18.9,5.1,2.9,8.0,0.128,2.1,-0.4,1.8,2.9
2008,NBA,Tayshaun Prince,princta01,27.0,DET,SF,82,82.0,2694.0,15.6,0.516,0.155,0.256,4.8,12.9,8.8,16.5,0.9,1.0,8.0,19.9,4.3,3.2,7.5,0.133,1.7,-0.1,1.6,2.5
2009,NBA,Tayshaun Prince,princta01,28.0,DET,SF,82,82.0,3057.0,15.0,0.516,0.138,0.238,4.9,13.7,9.2,13.8,0.8,1.3,8.2,19.2,3.7,2.5,6.2,0.098,1.4,-0.2,1.2,2.5
2010,NBA,Tayshaun Prince,princta01,29.0,DET,SF,49,49.0,1664.0,16.0,0.53,0.126,0.169,4.9,13.8,9.0,16.9,1.1,1.1,8.8,18.9,2.6,0.6,3.2,0.091,1.8,-1.0,0.8,1.2
2011,NBA,Tayshaun Prince,princta01,30.0,DET,SF,78,78.0,2562.0,15.1,0.511,0.098,0.168,3.6,12.6,7.9,14.4,0.6,1.3,7.1,21.0,2.9,0.4,3.3,0.062,1.0,-1.8,-0.8,0.7
2012,NBA,Tayshaun Prince,princta01,31.0,DET,SF,63,63.0,2087.0,12.8,0.47,0.13,0.144,4.0,12.4,8.0,13.2,0.7,1.2,8.0,20.4,1.2,0.9,2.1,0.048,0.0,-1.5,-1.5,0.3
2013,NBA,Tayshaun Prince,princta01,32.0,2TM,SF,82,81.0,2631.0,11.5,0.486,0.115,0.159,3.1,13.2,8.1,12.1,1.0,0.8,9.2,16.8,1.5,2.1,3.6,0.065,-0.9,-0.2,-1.2,0.5
2014,NBA,Tayshaun Prince,princta01,33.0,MEM,SF,76,76.0,1948.0,8.2,0.438,0.14,0.122,1.9,12.3,7.1,8.9,1.1,0.8,7.3,13.3,-0.2,1.8,1.5,0.038,-2.7,0.2,-2.5,-0.2
2015,NBA,Tayshaun Prince,princta01,34.0,3TM,SF,58,16.0,1397.0,12.0,0.504,0.167,0.162,4.1,12.8,8.3,10.3,1.1,0.9,7.5,15.0,1.3,1.2,2.5,0.086,-0.4,-0.2,-0.6,0.5
2016,NBA,Tayshaun Prince,princta01,35.0,MIN,SF,77,44.0,1462.0,6.3,0.466,0.1,0.083,2.6,9.0,5.8,7.0,1.2,0.7,10.2,8.1,0.1,0.3,0.4,0.014,-2.9,-0.1,-3.0,-0.4
2017,NBA,Taurean Prince,princta02,22.0,ATL,SF,59,10.0,981.0,9.8,0.513,0.358,0.33,2.8,14.6,8.8,8.4,2.2,2.4,15.7,17.2,-0.4,1.5,1.1,0.054,-3.5,1.7,-1.8,0.0
2018,NBA,Taurean Prince,princta02,23.0,ATL,SF,82,82.0,2464.0,12.8,0.549,0.469,0.185,2.3,15.3,8.8,13.9,1.7,1.5,15.3,22.1,0.0,2.0,2.0,0.038,-0.5,-0.6,-1.1,0.6
2019,NBA,Taurean Prince,princta02,24.0,ATL,SF,55,47.0,1552.0,11.9,0.575,0.53,0.195,1.5,12.3,6.7,11.1,1.6,1.1,13.4,19.5,0.8,0.7,1.5,0.047,-1.0,-1.0,-2.0,0.0
2020,NBA,Taurean Prince,princta02,25.0,BRK,PF,64,61.0,1857.0,9.1,0.497,0.583,0.12,2.8,18.1,10.6,9.2,1.5,1.1,14.0,20.4,-1.7,2.3,0.6,0.014,-2.8,-0.1,-2.9,-0.4
2021,NBA,Taurean Prince,princta02,26.0,2TM,PF,41,10.0,905.0,12.1,0.54,0.474,0.232,2.3,15.3,8.8,12.8,1.5,2.3,11.5,19.6,0.2,0.8,1.0,0.052,-1.2,-0.6,-1.8,0.0
2022,NBA,Taurean Prince,princta02,27.0,MIN,PF,69,8.0,1177.0,12.4,0.589,0.587,0.21,2.3,13.8,7.9,8.1,1.9,1.9,11.1,17.0,1.0,1.2,2.2,0.09,-1.0,0.0,-0.9,0.3
2023,NBA,Taurean Prince,princta02,28.0,MIN,PF,54,4.0,1192.0,10.0,0.597,0.512,0.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,0.3,1.0,1.3,0.052,-2.6,-0.6,-3.3,-0.4
2024,NBA,Taurean Prince,princta02,29.0,LAL,PF,78,49.0,2108.0,8.8,0.579,0.622,0.119,1.2,10.5,6.1,7.2,1.3,1.4,10.8,13.8,0.3,1.7,1.9,0.043,-2.6,-0.2,-2.8,-0.4
2025,NBA,Taurean Prince,princta02,30.0,MIL,SF,80,73.0,2166.0,9.8,0.613,0.652,0.093,1.8,12.2,7.2,9.4,1.7,0.6,13.3,12.5,1.3,2.2,3.5,0.077,-2.0,0.3,-1.7,0.1
2021,NBA,Payton Pritchard,pritcpa01,23.0,BOS,SG,66,4.0,1268.0,12.4,0.582,0.593,0.108,2.9,11.1,6.9,13.3,1.4,0.7,10.8,16.7,1.6,0.9,2.5,0.095,-0.3,-0.4,-0.7,0.4
2022,NBA,Payton Pritchard,pritcpa01,24.0,BOS,PG,71,2.0,1001.0,15.0,0.578,0.657,0.056,3.5,10.8,7.2,20.4,1.2,0.5,9.7,18.6,1.8,1.2,3.1,0.148,1.7,0.1,1.8,1.0
2023,NBA,Payton Pritchard,pritcpa01,25.0,BOS,PG,48,3.0,643.0,10.3,0.536,0.629,0.065,4.3,10.5,7.5,14.0,1.1,0.1,13.7,19.8,-0.1,0.7,0.6,0.045,-2.1,-1.2,-3.4,-0.2
2024,NBA,Payton Pritchard,pritcpa01,26.0,BOS,PG,82,5.0,1825.0,15.3,0.597,0.602,0.088,4.3,11.1,7.8,20.7,1.1,0.3,8.5,17.2,4.2,1.9,6.1,0.16,1.3,-0.2,1.0,1.4
2025,NBA,Payton Pritchard,pritcpa01,27.0,BOS,PG,80,3.0,2271.0,17.6,0.633,0.723,0.097,4.9,9.8,7.3,18.1,1.5,0.6,8.4,19.0,6.1,2.5,8.6,0.183,3.4,0.2,3.5,3.2
2005,NBA,Laron Profit,profila01,27.0,WAS,SF,42,4.0,428.0,11.5,0.489,0.219,0.195,6.1,14.2,10.0,14.0,1.9,0.9,16.3,16.9,0.1,0.4,0.4,0.049,-1.7,-0.3,-1.9,0.0
2006,NBA,Laron Profit,profila01,28.0,LAL,SG,25,1.0,279.0,11.8,0.55,0.214,0.286,3.4,14.7,9.1,8.8,2.1,1.4,20.2,19.4,0.0,0.3,0.3,0.05,-2.2,0.4,-1.8,0.0
